# profile_scope=balance_run
# profile_run_start_uptime_ms=378934
# prof_imu_max_us=1116
# prof_ctl_max_us=81524
# prof_disp_max_us=9740
# prof_ws_max_us=12
# prof_tel_max_us=223
# prof_crsf_max_us=537
# prof_can_max_us=296
# prof_bal_max_us=1195
# prof_adrv_max_us=1846
# prof_loopgap_max_us=13487
# prof_ctlgap_max_us=5390
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=31
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=2
# sample_size_bytes=220
# sample_count=1203
# checksum=0x29CB8EA4
# checksum_valid=1
# build_date=Sep 14 2026
# build_time=23:18:29
# run_start_uptime_ms=378934
# run_end_uptime_ms=403110
# run_duration_ms=24176
# end_reason=drive disarmed
# test_note=early-wheel-recovery-v1
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=2.4380
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0xA2EED9A2
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms
605,20,5004,4,0,1,0,0,0,7.626,25.482,7.378,26.428,0.9734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.010,-0.056,-0.050,-0.019,36,56,4.321,3.858,4.373,3.970,0.801,0.657,0.298,1.731,0.1509,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.94,5
625,20,5002,4,0,1,0,0,0,8.156,25.776,7.710,26.855,0.9899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.010,-0.056,-0.050,-0.019,56,76,4.334,3.871,4.387,3.984,0.605,0.619,0.216,1.783,0.1567,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.94,5
645,20,5004,4,0,1,0,0,0,8.676,25.819,9.056,26.489,0.9958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.010,-0.056,-0.050,-0.019,76,96,4.349,3.885,4.401,3.998,0.682,0.664,-0.031,1.639,0.1626,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.94,5
665,20,5002,4,0,1,0,0,0,9.202,26.268,7.896,27.344,0.9793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.010,-0.056,-0.050,-0.019,96,116,4.363,3.898,4.415,4.012,0.674,0.682,0.342,1.696,0.1685,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.94,5
685,20,5005,4,0,1,0,0,0,9.761,26.575,10.205,27.466,0.9908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.010,-0.056,-0.050,-0.019,116,136,4.377,3.912,4.429,4.026,0.689,0.722,0.236,1.772,0.1743,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
705,20,5004,4,0,1,0,0,0,10.296,26.644,9.893,26.733,0.9762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.010,-0.056,-0.050,-0.019,136,156,4.390,3.925,4.443,4.040,0.732,0.586,0.078,1.708,0.1801,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
725,20,5002,4,0,1,0,0,0,10.823,26.659,10.691,26.978,0.9923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.010,0.022,-0.050,-0.004,156,16,4.405,3.939,4.457,4.053,0.609,0.696,0.205,1.599,0.1862,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
745,20,5004,4,0,1,0,0,0,11.369,26.877,11.442,27.344,0.9759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.016,0.022,-0.046,-0.004,16,36,4.419,3.952,4.471,4.067,0.718,0.635,0.334,1.678,0.1922,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
765,20,5002,4,0,1,0,0,0,11.899,26.853,11.212,26.428,0.9844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.016,0.022,-0.046,-0.004,36,56,4.433,3.965,4.485,4.080,0.766,0.698,0.058,1.719,0.1978,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
785,20,5004,4,0,1,0,0,0,12.437,26.944,12.023,26.978,0.9775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.016,0.022,-0.046,-0.004,56,76,4.448,3.979,4.499,4.093,0.570,0.735,0.246,1.645,0.2040,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
805,20,5003,4,0,1,0,0,0,12.990,26.977,13.352,27.283,1.0013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.018,-0.008,-0.040,-0.013,16,16,4.463,3.993,4.513,4.107,0.672,0.761,0.218,1.751,0.2102,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
825,20,5002,4,0,1,0,0,0,13.528,26.982,13.918,26.489,0.9470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.018,-0.008,-0.040,-0.013,36,36,4.476,4.006,4.527,4.120,0.757,0.599,0.081,1.747,0.2159,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
845,20,5004,4,0,1,0,0,0,14.063,27.299,12.177,28.381,1.0190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.018,-0.008,-0.040,-0.013,56,56,4.491,4.020,4.541,4.132,0.585,0.674,0.136,1.680,0.2220,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
865,20,5002,4,0,1,0,0,0,14.630,27.605,15.029,28.015,0.9604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,0.018,-0.008,-0.040,-0.013,76,76,4.504,4.034,4.555,4.145,0.768,0.722,0.338,1.667,0.2279,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
885,20,5004,4,0,1,0,0,0,15.062,27.719,15.932,28.076,0.9846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.018,0.019,-0.040,-0.024,96,15,4.518,4.048,4.569,4.158,0.618,0.770,0.075,1.763,0.2337,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
905,20,5000,4,0,1,0,0,0,15.591,27.561,13.835,27.161,0.9966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,15,35,4.533,4.061,4.583,4.170,0.912,0.630,-0.013,1.685,0.2399,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
925,20,5004,4,0,1,0,0,0,16.167,27.768,17.419,28.320,0.9755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,35,55,4.547,4.076,4.597,4.183,0.657,0.774,0.375,1.620,0.2459,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
945,20,5004,4,0,1,0,0,0,16.713,27.708,15.218,27.527,0.9963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,55,75,4.560,4.089,4.611,4.195,0.655,0.635,0.141,1.868,0.2515,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
965,20,5004,4,0,1,0,0,0,17.271,27.795,18.676,28.015,0.9554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,75,95,4.575,4.103,4.625,4.207,0.660,0.718,0.072,1.651,0.2578,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
985,20,5004,4,0,1,0,0,0,17.862,27.989,19.340,28.564,1.0020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,95,115,4.589,4.117,4.639,4.219,0.703,0.731,0.302,1.636,0.2637,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.96,5
1005,20,5001,4,0,1,0,0,0,18.443,28.375,17.379,29.236,0.9842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,115,135,4.602,4.131,4.653,4.231,0.616,0.714,0.286,1.702,0.2696,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,5
1025,20,5004,4,0,1,0,0,0,18.997,28.204,18.768,27.771,0.9691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,-0.040,0.019,-0.038,-0.024,135,155,4.616,4.144,4.667,4.243,0.656,0.707,0.008,1.700,0.2754,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,5
1045,20,5004,4,0,1,0,0,0,19.538,28.143,18.225,28.076,0.9904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.040,0.076,-0.038,-0.033,155,15,4.630,4.158,4.681,4.254,0.676,0.741,0.237,1.652,0.2814,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,5
1065,20,5004,4,0,1,0,0,0,20.065,28.147,18.073,28.442,0.9902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,15,15,4.645,4.172,4.695,4.266,0.765,0.712,0.242,1.677,0.2876,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,5
1085,20,5004,4,0,1,0,0,0,20.642,28.379,19.666,28.992,0.9953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,35,35,4.658,4.186,4.709,4.277,0.673,0.632,0.122,1.761,0.2933,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,4
1105,20,5004,4,0,1,0,0,0,21.230,28.829,21.243,30.396,0.9865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,55,55,4.673,4.200,4.723,4.289,0.748,0.614,0.131,1.587,0.2995,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,5
1125,20,5004,4,0,1,0,0,0,21.844,29.231,21.630,29.785,0.9710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,75,75,4.686,4.214,4.737,4.300,0.806,0.749,0.323,1.602,0.3054,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,4
1145,20,5258,4,0,1,0,0,0,22.451,29.452,23.641,29.846,0.9718,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,95,95,4.701,4.227,4.751,4.311,0.788,0.736,0.046,1.733,0.3113,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,2.00,5
1165,20,5004,4,0,1,0,0,0,23.042,29.407,23.096,29.236,0.9834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,115,115,4.715,4.242,4.765,4.322,0.713,0.793,0.064,1.578,0.3176,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1185,20,5004,4,0,1,0,0,0,23.633,29.549,23.417,29.907,0.9762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.021,-0.051,-0.003,135,135,4.730,4.256,4.779,4.333,0.658,0.676,0.316,1.652,0.3236,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1205,20,5008,4,0,1,0,0,0,24.208,29.516,24.323,29.175,0.9490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.931,0.031,-0.054,-0.051,-0.018,155,15,4.743,4.270,4.793,4.344,0.667,0.601,0.087,1.731,0.3296,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1225,20,5000,4,0,1,0,0,0,24.801,29.358,25.427,28.931,1.0065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.931,-0.034,-0.054,-0.042,-0.018,15,35,4.758,4.284,4.807,4.355,0.741,0.745,0.029,1.668,0.3357,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1245,20,5004,4,0,1,0,0,0,25.525,29.534,24.642,29.907,0.9727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.931,-0.034,-0.054,-0.042,-0.018,35,55,4.772,4.298,4.821,4.366,0.615,0.569,0.269,1.697,0.3416,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,10
1265,20,5002,4,0,1,0,0,0,26.146,29.711,27.055,29.907,0.9834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.931,-0.034,-0.054,-0.042,-0.018,55,75,4.786,4.312,4.835,4.376,0.729,0.664,0.233,1.598,0.3477,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1285,20,5004,4,0,1,0,0,0,26.737,29.757,27.275,30.151,0.9601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.931,-0.034,-0.054,-0.042,-0.018,75,95,4.800,4.326,4.849,4.387,0.830,0.707,-0.001,1.658,0.3537,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1305,20,5002,4,0,1,0,0,0,27.325,29.684,26.915,29.358,0.9821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.931,-0.034,-0.054,-0.042,-0.018,95,115,4.814,4.340,4.863,4.397,0.694,0.712,0.387,1.563,0.3596,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.99,5
1325,20,5001,4,0,1,0,0,0,27.906,29.567,28.026,29.663,0.9805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.932,0.050,-0.025,-0.037,-0.019,16,16,4.828,4.355,4.877,4.407,0.689,0.759,0.130,1.587,0.3659,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1345,20,5004,4,0,1,0,0,0,28.509,29.401,29.522,28.870,0.9737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.932,0.050,-0.025,-0.037,-0.019,36,36,4.841,4.368,4.891,4.417,0.625,0.739,0.010,1.693,0.3716,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1365,20,5002,4,0,1,0,0,0,29.056,29.446,25.808,29.419,0.9919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.932,0.050,0.018,-0.037,-0.016,56,16,4.857,4.382,4.905,4.427,0.709,0.666,0.188,1.663,0.3778,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1385,20,5004,4,0,1,0,0,0,29.660,29.493,30.835,29.053,0.9664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,16,36,4.870,4.396,4.919,4.437,0.766,0.637,0.299,1.613,0.3837,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1405,20,5004,4,0,1,0,0,0,30.248,29.562,29.353,29.480,0.9876,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,36,56,4.885,4.410,4.933,4.447,0.855,0.646,-0.059,1.612,0.3897,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1425,20,5001,4,0,1,0,0,0,30.820,29.302,30.341,27.832,0.9518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,56,76,4.899,4.422,4.947,4.457,0.673,0.589,0.134,1.504,0.3956,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1445,20,5004,4,0,1,0,0,0,31.373,28.486,34.599,25.024,0.9180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,76,96,4.913,4.434,4.961,4.467,0.824,0.505,0.286,1.429,0.4012,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1465,20,5002,4,0,1,0,0,0,31.872,27.097,35.109,22.522,0.9377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,96,116,4.927,4.445,4.975,4.476,0.628,0.463,-0.063,1.460,0.4065,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.91,5
1485,20,5004,4,0,1,0,0,0,32.303,25.298,32.339,20.447,0.9767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,116,136,4.942,4.455,4.989,4.486,0.657,0.294,0.097,1.657,0.4118,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.84,5
1505,20,5002,4,0,1,0,0,0,32.698,23.619,34.546,20.081,0.9705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.018,-0.036,-0.016,136,156,4.956,4.465,5.003,4.495,0.614,0.478,0.250,1.436,0.4168,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.84,5
1525,20,5004,4,0,1,0,0,0,33.111,22.181,34.940,18.799,0.9784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.059,0.040,-0.036,-0.026,156,16,4.969,4.475,5.017,4.505,0.613,0.441,0.167,1.430,0.4219,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.84,5
1545,20,5002,4,0,1,0,0,0,33.482,21.151,32.514,19.165,1.0125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.932,-0.016,0.040,-0.037,-0.026,16,36,4.984,4.484,5.031,4.514,0.691,0.362,-0.013,1.597,0.4269,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.84,5
1565,20,5004,4,0,1,0,0,0,33.883,20.727,35.336,19.348,0.9523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.944,21.932,-0.016,0.040,-0.037,-0.026,36,56,4.998,4.493,5.045,4.523,0.808,0.391,0.307,1.605,0.4320,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.84,5
1585,20,5002,4,0,1,0,0,0,33.883,20.727,35.336,19.348,0.9523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.945,21.932,-0.016,0.034,-0.037,-0.012,16,16,5.013,4.503,5.059,4.532,0.605,0.395,0.100,1.558,0.4371,0.0000,0.0000,0.0000,0.0,3,0.000,0.000,0.000,0.000,0,23.72,1.84,19
